"ref_area.label","source.label","indicator.label","time","obs_value","note_indicator.label","note_source.label"
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2012",18.237,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2011",18.388,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2010",18.84,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2009",18.817,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2008",19.018,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2007",19.753,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2006",20.575,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2005",21.516,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2004",22.244,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2003",22.799,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2002",23.316,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2001",23.628,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2000",24.489,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2019",66.976,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2018",67.547,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2017",66.737,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2016",67.356,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2015",68.194,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2014",68.462,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2013",68.844,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2012",69.01,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2011",68.723,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2010",68.14,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2009",68.865,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2008",68.784,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2007",69.024,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2006",69.69,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2005",71.505,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2004",71.665,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2003",72.393,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2002",73.594,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2001",73.918,"Trade union membership coverage: Adjusted for the right to unionize",
"Denmark","ADM-RWO - Membership of Workers' Organizations","Trade union density rate (%)","2000",74.456,"Trade union membership coverage: Adjusted for the right to unionize",
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2019",7.49,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2018",7.46,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2017",7.61,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2016",6.58,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2015",5.62,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2014",9.84,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2013",11.06,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2012",10.32,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2011",9.23,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2010",9.2,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2009",9.3,,
"Dominican Republic","LFS - National Labour Force Survey","Trade union density rate (%)","2008",8.8,,
"Egypt","LFS - Labour Force Sample Survey","Trade union density rate (%)","2010",23.798,,
"Egypt","ADM - The Central Agency for Public Mobilization and Statistics Records","Trade union density rate (%)","2007",27.511,,
"Egypt","ADM - The Central Agency for Public Mobilization and Statistics Records","Trade union density rate (%)","2004",40.571,,
"Egypt","ADM - The Central Agency for Public Mobilization and Statistics Records","Trade union density rate (%)","2000",32.128,,
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2019",12.449,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2018",12.966,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2017",13.403,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2016",13.947,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2015",14.448,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2014",15.807,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2013",17.04,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2012",17.769,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2011",17.928,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2010",18.177,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2009",18.34,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2008",17.392,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2007",16.434,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2006",15.554,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2005",15.532,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2004",16.172,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2003",16.562,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2002",16.901,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2001",17.323,"Trade union membership coverage: Adjusted for the right to unionize",
"Spain","ADM-RWO - Records of main union confederations and independent unions","Trade union density rate (%)","2000",17.593,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2019",6.017,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2018",5.892,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2017",4.666,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2016",5.048,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2015",4.487,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2014",5.291,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2013",5.626,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2012",6.022,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2011",6.976,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2010",8.175,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2009",7.599,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2008",6.207,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2007",7.579,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2006",8.42,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2005",8.661,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2004",9.417,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2003",11.028,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2002",12.599,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2001",14.022,"Trade union membership coverage: Adjusted for the right to unionize",
"Estonia","LFS - Labour Force Survey","Trade union density rate (%)","2000",14.02,"Trade union membership coverage: Adjusted for the right to unionize",
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2019",9.35,"Trade union membership coverage: Adjusted for the right to unionize",
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2018",8.839,"Trade union membership coverage: Adjusted for the right to unionize",
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2017",8.807,"Trade union membership coverage: Adjusted for the right to unionize",
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2016",8.615,"Trade union membership coverage: Adjusted for the right to unionize",
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2015",8.472,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2014",8.075,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2013",8.207,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2012",8.162,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2011",8.145,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2010",7.888,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2009",7.527,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2008",5.099,,
"Ethiopia","ADM - Administrative records and related sources","Trade union density rate (%)","2005",6.538,,
"Finland","ADM - Trade unions records","Trade union density rate (%)","2019",58.825,"Trade union membership coverage: Refers only to the two main union confederations",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2018",59.992,"Trade union membership coverage: Refers only to the two main union confederations",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2017",62.889,"Trade union membership coverage: Refers only to the two main union confederations",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2016",65.673,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2015",67.551,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2014",67.767,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2013",67.522,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2012",69.177,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2011",69.636,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2010",71.388,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2009",72.464,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2008",69.856,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2007",71.056,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2006",71.902,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2005",72.725,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2004",73.545,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2003",74.518,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2002",75.715,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2001",76.606,"Trade union membership coverage: Adjusted for the right to unionize",
"Finland","ADM - Trade unions records","Trade union density rate (%)","2000",74.235,"Trade union membership coverage: Adjusted for the right to unionize",
"Fiji","LFS - Employment, Unemployment Survey","Trade union density rate (%)","2016",13.181,,
"Fiji","LFS - Employment, Unemployment Survey","Trade union density rate (%)","2011",19.29,,
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2018",8.89,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2017",8.996,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2016",11.001,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2015",9.032,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2014",9.031,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2013",11.313,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2012",9.128,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2011",9.114,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2010",10.763,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2009",8.806,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2008",10.695,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2007",8.5,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2006",8.628,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2005",10.586,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2004",10.628,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2003",11.111,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2002",12.166,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2001",12.22,"Trade union membership coverage: Adjusted for the right to unionize",
"France","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","Trade union density rate (%)","2000",12.546,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2019",23.356,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2018",23.155,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2017",23.14,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2016",23.331,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2015",24.574,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2014",24.939,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2013",25.513,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2012",25.888,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2011",25.722,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2010",26.392,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2009",27.035,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2008",27.147,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2007",27.873,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2006",28.053,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2005",28.375,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2004",28.84,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2003",29.158,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2002",28.951,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2001",29.188,"Trade union membership coverage: Adjusted for the right to unionize",
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Trade union density rate (%)","2000",29.81,"Trade union membership coverage: Adjusted for the right to unionize",
"Georgia","ADM-RWO - Trade unions records","Trade union density rate (%)","2019",17.882,,
"Georgia","ADM-RWO - Trade unions records","Trade union density rate (%)","2016",19.588,,
"Georgia","ADM-RWO - Trade unions records","Trade union density rate (%)","2008",41.228,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2019",16.838,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2018",17.048,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2017",17.432,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2016",17.687,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2015",16.897,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2014",15.615,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2013",15.509,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2012",15.323,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2011",15.12,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2010",14.868,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2009",15.363,,
"Ghana","OS - Estimations based on administrative data","Trade union density rate (%)","2008",16.649,,
"Gambia","LFS - Labour Force Survey","Trade union density rate (%)","2018",13.891,,
"Gambia","LFS - Labour Force Survey","Trade union density rate (%)","2012",15.074,,
"Greece","Other - Special data collection","Trade union density rate (%)","2016",18.967,"Trade union membership coverage: Adjusted for the right to unionize",
"Greece","Other - Special data collection","Trade union density rate (%)","2013",23.102,"Trade union membership coverage: Adjusted for the right to unionize",
"Greece","Other - Special data collection","Trade union density rate (%)","2010",22.234,"Trade union membership coverage: Adjusted for the right to unionize",
"Greece","Other - Special data collection","Trade union density rate (%)","2007",22.571,"Trade union membership coverage: Adjusted for the right to unionize",
"Greece","Other - Special data collection","Trade union density rate (%)","2004",24.093,"Trade union membership coverage: Adjusted for the right to unionize",
"Greece","Other - Special data collection","Trade union density rate (%)","2001",24.936,"Trade union membership coverage: Adjusted for the right to unionize",
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2019",3.149,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2018",3.326,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2017",3.248,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2016",2.816,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2015",2.604,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2014",2.725,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2013",2.283,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2012",2.685,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2011",2.873,,
"Guatemala","LFS - Employment and Income Survey","Trade union density rate (%)","2010",3.363,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2009",3.168,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2008",3.13,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2007",3.099,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2006",3.076,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2005",3.183,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2004",3.636,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2003",3.599,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2002",5.309,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2001",5.268,,
"Guatemala","OE - Official Estimates","Trade union density rate (%)","2000",4.728,,
"Guyana","LFS - Labour Force Survey","Trade union density rate (%)","2018",14.01,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2016",26.056,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2015",25.3,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2014",24.302,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2013",24.857,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2012",24.797,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2011",24.666,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2010",24.635,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2009",23.718,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2008",22.679,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2007",22.213,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2006",22.372,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2005",22.368,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2004",22.984,,
"Hong Kong, China","ADM-RWO - Trade unions records","Trade union density rate (%)","2000",23.499,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2017",2.568,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2016",1.832,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2015",3.049,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2014",3.513,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2013",2.69,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2012",3.927,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2011",3.51,,
"Honduras","HS - Continous Multi-Purpose Household Survey","Trade union density rate (%)","2010",2.961,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2018",20.76,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2017",21.987,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2015",24.013,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2014",26.461,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2013",29.533,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2012",27.14,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2009",30.493,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2008",31.218,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2004",38.031,,
"Croatia","OE - Trade Union Records and collective bargaining coverage estimations","Trade union density rate (%)","2000",37.246,,
"Haiti","HIES - Households Living Conditions Survey","Trade union density rate (%)","2012",1.723,,
