"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","22",2001,"","GSMA.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","22",2002,"","GSMA.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","23",2003,"","GSMA.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","23",2004,"","GSMA.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","23",2005,"","GSMA.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","23",2006,"","GSMA.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","92.16",2013,"","Office Malagasy d'Etudes et de Regulation des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","74.99",2015,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","78.01",2016,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","79.02",2017,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","80",2018,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","80",2019,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","80",2020,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","88",2021,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","88.2",2022,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",144,"MDG","Madagascar","88.54",2023,"","Autorité de Régulation des Technologies de Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","85.5",2000,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.3",2001,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2002,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2003,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2004,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2005,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2006,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2007,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones (CFT).","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2008,"% of population that can receive Telecel's signal.","Comisión Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2009,"Preliminary.","Comisión Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2010,"","Comisión Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2011,"Preliminary.","Comisión Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2012,"Preliminary.","Comisión Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","99.9",2013,"","Instituto Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","93",2015,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","93",2016,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","92.68",2018,"Information as of December 2018.","Instituto Federal de Telecomunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","95.83",2019,"Information as of December 2019.","Instituto Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","96.02",2020,"Information as of December 2020. Given the process of switching off 2G networks, it is no longer considered.","Instituto Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","96.57",2021,"Information as of December 2021. Given the process of switching off 2G networks, it is no longer considered.","Instituto Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","96.39",2022,"Information as of December 2022. Given the process of switching off 2G networks, it is no longer considered.","Instituto Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",147,"MEX","Mexico","98.05",2023,"Information as of December 2023. Given the process of switching off 2G networks, it is no longer considered.","Instituto Federal de Telecomunicaciones de México","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","92.5",2007,"","Malaysian Communications and Multimedia Malaysia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","92",2008,"","Malaysian Communications and Multimedia Malaysia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95",2009,"","Malaysian Communications and Multimedia Malaysia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95",2010,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95",2011,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95.2",2012,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95.2",2013,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95.4",2014,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","96",2015,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","96",2016,"","Malaysian Communications and Multimedia Malaysia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","95.8",2017,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","94.8",2018,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","96.7",2019,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","96.7",2020,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","98.5",2021,"Continue expansion of coverage especially within rural area","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","98.6",2022,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",148,"MYS","Malaysia","98.6",2023,"","Malaysian Communications and Multimedia Commission","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","40",2000,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","40",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","54",2002,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","71",2003,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","81",2004,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","90.7",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2007,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2008,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2009,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2010,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2011,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2012,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2013,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2015,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2016,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2017,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2018,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2019,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2020,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2021,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2022,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",149,"MDV","Maldives","100",2023,"","Communications Authority of Maldives","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","15.39",2000,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","20",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","85",2015,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","81",2017,"","Autorité Malienne de Régulation des Télécommunication/TIC et Postes (AMRTP)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","100",2018,"","Autorité Malienne de Régulation des Télécommunications/TIC et des Postes (AMRTP)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","100",2019,"","Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","100",2020,"","Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","100",2021,"","Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","100",2022,"","Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",150,"MLI","Mali","100",2023,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","99",2000,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","99",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","99",2002,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","99",2003,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","99",2004,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","99",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2007,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2008,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2009,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2010,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2011,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2012,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2013,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2014,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2015,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2016,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2017,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2018,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2019,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2020,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2021,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2022,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",151,"MLT","Malta","100",2023,"","Malta Communications Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","58",2000,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","60",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","64",2002,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","18",2004,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","29",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","41",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","45.33",2007,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","65.7",2008,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","82.18",2009,"","Communications Regulatory Commission.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","85",2010,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","87.9",2011,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","91.3",2012,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","99",2015,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","99",2016,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","99",2017,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","100",2018,"","Communications Regulatory Commision of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","100",2019,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","100",2020,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","100",2021,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","100",2022,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",152,"MNG","Mongolia","100",2023,"","Communications Regulatory Commission of Mongolia","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",153,"MOZ","Mozambique","72",2014,"","Instituto Nacional das Comunicaçőes de Moçambique","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",153,"MOZ","Mozambique","78",2015,"","Instituto Nacional das Comunicaçőes de Moçambique","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",153,"MOZ","Mozambique","80",2016,"","ARECOM","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",153,"MOZ","Mozambique","80",2017,"","INCM","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
